%T(Ga)     a (RE)      amin        amax         lod       lodmin      lodmax       obli       oblimin     oblimax       pre           premin        premax
 1.208   53.796403   53.489918   54.103908   19.030195   18.836542   19.228006   20.833486   20.819167   20.853053     82.361958     81.524228     83.196044
 1.209   53.793386   53.486915   54.100919   19.028271   18.834661   19.226066   20.832482   20.818155   20.852059     82.381260     81.543326     83.215436
 1.210   53.790379   53.483921   54.097941   19.026355   18.832787   19.224133   20.831482   20.817146   20.851068     82.400501     81.562359     83.234769
 1.211   53.787383   53.480936   54.094975   19.024446   18.830918   19.222209   20.830486   20.816140   20.850081     82.419681     81.581329     83.254047
 1.212   53.784397   53.477959   54.092020   19.022543   18.829055   19.220292   20.829493   20.815138   20.849097     82.438803     81.600236     83.273268
 1.213   53.781420   53.474992   54.089076   19.020646   18.827198   19.218383   20.828504   20.814139   20.848116     82.457867     81.619084     83.292433
 1.214   53.778453   53.472033   54.086143   19.018757   18.825347   19.216481   20.827517   20.813143   20.847138     82.476875     81.637873     83.311543
 1.215   53.775495   53.469083   54.083219   19.016873   18.823501   19.214585   20.826534   20.812151   20.846164     82.495829     81.656606     83.330599
 1.216   53.772546   53.466142   54.080305   19.014996   18.821662   19.212696   20.825554   20.811162   20.845193     82.514729     81.675285     83.349603
 1.217   53.769605   53.463209   54.077399   19.013124   18.819827   19.210812   20.824577   20.810176   20.844225     82.533577     81.693913     83.368558
 1.218   53.766674   53.460282   54.074502   19.011259   18.817997   19.208935   20.823604   20.809193   20.843259     82.552375     81.712492     83.387466
 1.219   53.763751   53.457361   54.071612   19.009399   18.816172   19.207063   20.822632   20.808213   20.842297     82.571123     81.731023     83.406332
 1.220   53.760836   53.454446   54.068731   19.007544   18.814350   19.205195   20.821664   20.807236   20.841337     82.589823     81.749507     83.425157
 1.221   53.757929   53.451536   54.065857   19.005695   18.812531   19.203334   20.820699   20.806261   20.840381     82.608476     81.767944     83.443944
 1.222   53.755030   53.448630   54.062991   19.003851   18.810715   19.201478   20.819736   20.805289   20.839427     82.627084     81.786337     83.462692
